Nombre Cliente,DIRECCION,C.P.,Ciudad
"SIESMO, S.L.U.","AV. MARE DE DEU DE MONTSERRAT, 12 8970 SANT JOAN DESPI BARCELONA",8970,SANT JOAN DESPI
"ESTRATEGIAS BIGMAT, S.L.U.","P.I. PONT REIXAT C/ FOMENT, 1. 8960 SANT JUST DESVERN BARCELONA",8960,SANT JUST DESVERN
"ESTRATEGIAS BIGMAT, S.L.U.","C/ MARIA CUBI I SOLER, 1 P.I. CAN TORRES 8192 SANT QUIRZE DEL VALLES BARCELONA",8192,SANT QUIRZE DEL VALLES
"SUBMINISTRES INDUSTRIALS LLORIANA, S.L.",C/ DE LA FONT Nº 15 8571 SANT VICENÇ DE TORELLÓ BARCELONA,8571,SANT VICENÇ DE TORELLÓ
"COMERCIAL FERROLAN DE ALANTA, S.A.","CTRA. DE LA ROCA, KM 5,6 8924 SANTA COLOMA DE GRAMANET BARCELONA",8924,SANTA COLOMA DE GRAMANET
"MATTER ATELIER, S.L.","CARRETERA DE LA ROCA, KM 5,5. 8924 SANTA COLOMA DE GRAMENET BARCELONA",8924,SANTA COLOMA DE GRAMENET
"GONZALEZ VILLANUEVA, OLIVER","PASSATGE PERE CALDERS, 6. 8130 SANTA PERPETUA DE MOGODA BARCELONA",8130,SANTA PERPETUA DE MOGODA
"SALTOKI BARBERA, S.L.","GORCHS I LLADO,79 8210 SANTIGA (BARBERA DEL VALLES) BARCELONA",8210,SANTIGA (BARBERA DEL VALLES)
"SALTOKI BARBERA, S.L.","AV. SALVATELLA, 122 8210 SANTIGA (BARBERA DEL VALLES) BARCELONA",8210,SANTIGA (BARBERA DEL VALLES)
"SALTOKI BARBERA, S.L.","CTRA. BARCELONA ,181 8210 SANTIGA (BARBERA DEL VALLES) BARCELONA",8210,SANTIGA (BARBERA DEL VALLES)
"JODUL, S.L.","CTRA. VIC, KM. 5,800 8552 TARADELL BARCELONA",8552,TARADELL
"CALVENTE BOBILA, S.L.U.","CTRA. D'OLESA, 80. 8224 TARRASA BARCELONA",8224,TARRASA
"COMERCIAL PERALBA, S.A.","AVINGUDA DEL VALLES, 123 8223 TERRASA BARCELONA",8223,TERRASA
"DAUNIS, S.A.","AV. CAN JOFRESA, 55. 8223 TERRASA BARCELONA",8223,TERRASA
"GRUPO ELECTRO STOCKS, S.L.U","PRAT DE LA RIBA, 172 8223 TERRASSA BARCELONA",8223,TERRASSA
"SONEPAR SPAIN, S.A.U.",POL IND STA MARGARIDA C/ ALBERT EINSTEIN 47 8223 TERRASSA BARCELONA,8223,TERRASSA
"COMERCIAL FONT GAS, S.L.","DE LA CASTELLASSA, 42 8227 TERRASSA BARCELONA",8227,TERRASSA
"COMERCIAL D'ELECTRICITAT INDUST.,S.A.","ARQUITC PUIG I CADAFALCH,10-12 8222 TERRASSA BARCELONA",8222,TERRASSA
"SALVADOR ESCODA, S.A.","P.CAN PETTIT. AV. DEL VALLES, 724B 8227 TERRASSA Barcelona",8227,TERRASSA
"CALVENTE BOBILA, S.L.U.",C/ ATENAS 6 ESQ CTRA OLESA 8224 TERRASSA BARCELONA,8224,TERRASSA
"JUAN FORNIELLES, S.L.","MARE DE DEU DEL SOCORS, 6 8222 TERRASSA BARCELONA",8222,TERRASSA
"COHISE TERRASSA, S.L.","ARQUIMEDES,1 ESQ.CTRA MARTORELL, 24 8224 TERRASSA BARCELONA",8224,TERRASSA
"ABC TERRASSA SUBMIN. ELECTRICS I FONTANERIA, S.L.","ANGEL SALLENT, 196 LOCAL 8224 TERRASSA Barcelona",8224,TERRASSA
"LOSADA, S.C.P.","CTRA. TERRASSA A MARTORELL, KM. 10,400. 8224 TERRASSA BARCELONA",8224,TERRASSA
"ARQUIMATT MATERIALS I DECORACIO, S.L","DEL TER, 50 8570 TORELLO Barcelona",8570,TORELLO
"SUBMINISTRES INDUSTRIALS LLORIANA, S.L.","DEL TER, 198 POL.IND.MATABOSCH 8570 TORELLÓ BARCELONA",8570,TORELLÓ
"MANAU, S.A.","CASETAS MUNTANE, S/N 8759 VALLIRANA BARCELONA",8759,VALLIRANA
"GRUPO ELECTRO STOCKS, S.L.U","C/ FIGUERES,7-9 P.I. SOT DEL P. 8500 VIC BARCELONA",8500,VIC
"COMERCIAL PERALBA, S.A.","POL. IND. MAS BEULO CTRA. MANLLEU, 42  8500 VIC BARCELONA",8500,VIC
"COMERCIAL PERALBA, S.A.","POL IND MAS D´EN PRAT C/ SANTIAGO RAMON Y CAJAL, 4  8500 VIC BARCELONA",8500,VIC
"ACCESORIS SENCOR, S.A.",C/ RIPOLL 14 D -P.I. MAS BEULO 8500 VIC BARCELONA,8500,VIC
"SUPPLAID SUBMINISTRE ASSISTIT, S.L.","CTRA. MANLLEU, 37 8500 VIC BARCELONA",8500,VIC
"SALTOKI VIC, S.A.","SABADELL, S/N. P.I.SOT DELS PRADATS 8500 VIC BARCELONA",8500,VIC
"MATERIALES DE CONSTRUCCION GIL, S.L.","CTRA MANLLEU, 29 8500 VIC BARCELONA",8500,VIC
"CORRETJA, S.L.","DEL MAS DE BIGAS, 8-26 8500 VIC BARCELONA",8500,VIC
"ABC VIC, S.L.","SABADELL, 13. P.I. SOT DELS PRADALS. 8500 VIC BARCELONA",8500,VIC
"GRUPO ELECTRO STOCKS, S.L.U","AVDA. PROGRES, 8. P.I. CAN CALDERON 8840 VILADECANS BARCELONA",8840,VILADECANS
"CENTRAL DE SUMINISTROS E INSTALACIONES, SL.","C/ SANT  MARIA , 75 8840 VILADECANS BARCELONA",8840,VILADECANS
"SUMINISTROS ABC VILADECANS, S.L.","MAJOR, 22 8840 VILADECANS BARCELONA",8840,VILADECANS
"SALTOKI REUS, S.L.","C/ FONT DE SANT LLORENTC, 26 8720 VILAFRANCA DEL PENEDES BARCELONA",8720,VILAFRANCA DEL PENEDES
"TECNIQUES DE CLIMA I SANITARI, S.L.","C/ CUBELLES, 7 8720 VILAFRANCA DEL PENEDES BARCELONA",8720,VILAFRANCA DEL PENEDES
"SALTOKI REUS, S.L.","C/ RONDA IBERICA, 12 8800 VILANOVA I LA GELTRU BARCELONA",8800,VILANOVA I LA GELTRU
"SUAREP I LLADO, S.A.","C/ DE LA MASIA NOVA, 3 8800 VILANOVA I LA GELTRU BARCELONA",8800,VILANOVA I LA GELTRU
"DICELTRO GARRAF, S.L.","RONDA IBERICA, 19 8800 VILANOVA I LA GELTRU BARCELONA",8800,VILANOVA I LA GELTRU
"COFRELEC DISTRIBUNOVA INDUSTRIAL, S.L.","ROQUETES, 23. 8800 VILANOVA I LA GELTRU BARCELONA",8800,VILANOVA I LA GELTRU
"SAINT GOBAIN IDAPLAC, S.L.","RDA EUROPA/CAT PAISOS CATALANS, 15 8800 VILANOVA I LA GELTRU BARCELONA",8800,VILANOVA I LA GELTRU
"JAB ARAGON DISTRIBUCION ACTIVA MULTISECTORIAL, S.L.","RAMBLA D'ARNAU DE VILANOVA, 57. 8800 VILANOVA I LA GELTRU BARCELONA",8800,VILANOVA I LA GELTRU
"IXOS CEALCO, S.L","C/JOAN PEIRO I BELIS, 17 PI VALLMORENA 8339 VILASSAR DE DALT BARCELONA",8339,VILASSAR DE DALT
"NOVELEC TECHNICS, S.L.","AVDA PORTUGAL, 13 9400 ARANDA DE DUERO BURGOS",9400,ARANDA DE DUERO
"SOLUCIONES INTEGRALES, EFICIENTES Y TECNICAS PARA LA EDIFICACION,S.L. (SIETE)","AVDA. DE PORTUGAL, 50 9400 ARANDA DE DUERO BURGOS",9400,ARANDA DE DUERO
"CAME SANEAMIENTOS, S.L.","PALENCIA, 11 NAVE A P.I. LA VEGA 9240 BRIVIESCA BURGOS",9240,BRIVIESCA
"TERMOBURGOS, S.A.",P.E INBISA-LANDA BQ A NV 1-6 9001 BURGOS BURGOS,9001,BURGOS
"NOVELEC TECHNICS, S.L.","CTRA. LOGROÑO,KM 110 NAVES SANZUCAR B-6PI.GAMONAL-VILLAUDA 9007 BURGOS BURGOS",9007,BURGOS
"BIGMAT FONTECHA, S.L.","ALCALDE MARTIN COBOS, PENT-1 NAVE 5 9007 BURGOS BURGOS",9007,BURGOS
"DUPLEX MATERIALES DE CONSTRUCCION, S.A.","CTRA. MADRID, KM 233,5 9001 BURGOS BURGOS",9001,BURGOS
"CLIMARKT LOGISTIC NORTE, S.L.","ALFOZ DE BRICIA, 24. NAVE 1. 9001 BURGOS BURGOS",9001,BURGOS
"SOLUCIONES INTEGRALES, EFICIENTES Y TECNICAS PARA LA EDIFICACION,S.L. (SIETE)",P.I. GAMONAL-VILLIMAR  PENTASA 2 NAVES 14-16 9007 BURGOS BURGOS,9007,BURGOS
"SANEAMIENTOS FELPER, S.L.","CID, 17 9200 MIRANDA DE EBRO BURGOS",9200,MIRANDA DE EBRO
"SANEAMIENTOS FELPER, S.L.","RAMON Y CAJAL, 53 9200 MIRANDA DE EBRO BURGOS",9200,MIRANDA DE EBRO
"SANEHOGAR, S.A.","C/ AVENIDA JUAN PABLO II S/N, NAVE 125 10195 CACERES CACERES",10195,CACERES
"COMPAÑIA ESPAÑOLA DE AISLAMIENTOS, S.A.","C/ LABRADORES , 22 10005 CACERES CACERES",10005,CACERES
"SANEAMIENTOS NORES, S.L.","JESUS ASUNCION, 19 BAJO 10002 CACERES CACERES",10002,CACERES
"SANEAMIENTOS CORTES, S.L.",P.I. LAS CAPELLANIAS PARCELA 115 NAVE 4 Y 11 10005 CACERES CACERES,10005,CACERES
"SANEAMIENTOS CORTES, S.L.","AVDA. PEDRO RODRIGUEZ DEL EDESMA, S/N 10001 CACERES CACERES",10001,CACERES
"SANEAMIENTOS LUENGO, S.L.","CTRA. N-V KM, 182 10300 NAVALMORAL DE LA MATA CACERES",10300,NAVALMORAL DE LA MATA
"SANEAMIENTOS LUENGO, S.L.","J.Mª PEREZ LOZANO, 7 10300 NAVALMORAL DE LA MATA CACERES",10300,NAVALMORAL DE LA MATA
"PLADEX IBERIA DISTRIBUCION, S.L.","AV. PORTUS ALBUS, 23 11205 ALGECIRAS CADIZ",11205,ALGECIRAS
"SANEMAN DISTRIBUCIONES 2007, S.L.U.","LOS CABEZUELOS, S/N. CTRA. ACOS-ALGAR, KM 0,5. APTDO. CORREOS Nº 180 11630 ARCOS DE LA FRONTERA CADIZ",11630,ARCOS DE LA FRONTERA
"INDUSTRIAS LEKUE, S.L.","POL. IND. ZONA FRANCA CALLE CIUDAD DE SAN ROQUE, S.N.  11011 CADIZ CADIZ",11011,CADIZ
"AZERTO INOXIDABLES, S.L.L.","ARTESANOS, 7. POL.IND.EL TORNO 11130 CHICLANA DE LA FRONTERA CADIZ",11130,CHICLANA DE LA FRONTERA
"ORMOTA, S.L.","POLIGONO URBISUR C/ MARIE CURIE, H-10 11130 CHICLANA DE LA FRONTERA CADIZ",11130,CHICLANA DE LA FRONTERA
"SUMINISTROS MILLAN GARCIA, S.L.","AVDA. DE LA MUSICA, NAVE 2 11130 CHICLANA DE LA FRONTERA CADIZ",11130,CHICLANA DE LA FRONTERA
"CHICLACER, S.A.","P.I. PELAGATOS C/ DE LOS PUEBLOS NAVE 5 (MODULO 10,BUZON 11) 11130 CHICLANA DE LA FRONTERA CADIZ",11130,CHICLANA DE LA FRONTERA
"MILLAN SERVICIOS, MONTAJES E INTERIORISMO, S.L.","AVDA. BAHIA DE ALGECIRAS, 16 11130 CHICLANA DE LA FRONTERA CADIZ",11130,CHICLANA DE LA FRONTERA
"ALMACEN HERMANOS VALERIANO, S.L.","SIERRA BERMEJA, 42. 11311 GUADIARO CADIZ",11311,GUADIARO
"GRUPO ELECTRO STOCKS, S.L.U","PARQUE EMPRESARIAL DE JEREZ. C/ EURO, ESQUINA C/ COMERCIO 11407 JEREZ DE LA FRONTERA CADIZ",11407,JEREZ DE LA FRONTERA
"PROVEEDORA A LA INDUST.Y LA CONSTRUCCION, S.A","C/ DESCONSUELO , 1 11408 JEREZ DE LA FRONTERA CADIZ",11408,JEREZ DE LA FRONTERA
"ARAMBURU GUZMAN, S.L.","C/ DESARROLLO, S/N PARQUE EMPRESARIAL JEREZ 11407 JEREZ DE LA FRONTERA CADIZ",11407,JEREZ DE LA FRONTERA
"TUBESAN, S.L.","POL. IND. EL PORTAL, PARC. 42 11408 JEREZ DE LA FRONTERA CADIZ",11408,JEREZ DE LA FRONTERA
"NOVELEC GADIR, S.L.","EL PORTAL, 15 11408 JEREZ DE LA FRONTERA CADIZ",11408,JEREZ DE LA FRONTERA
"SANYFONT, S.L.","P.I. SANTA CRUZ, NAVE 5-10 11407 JEREZ DE LA FRONTERA CADIZ",11407,JEREZ DE LA FRONTERA
"SUMINISTROS ELECTRICOS COTO, S.L.","POL ID EL ZABAL C/ LA TRAIÑA ,8 11300 LA LINEA DE LA CONCEPCION CADIZ",11300,LA LINEA DE LA CONCEPCION
"PROVEEDORA A LA INDUST.Y LA CONSTRUCCION, S.A","POL. PALMONES 1 C/BERGANTIN,PARC.10 Y 11 11370 LOS BARRIOS CADIZ",11370,LOS BARRIOS
"FONTANERIA GAVILAN, S.L.","BLANCA, S/N 11311 PUEBLO NUEVO DE GUADAIRO CADIZ",11311,PUEBLO NUEVO DE GUADAIRO
"FONTANERIA Y SANEAMIENTOS GOMEZ,S.L.","PLAZA MAYOR, S/N§ 11311 PUEBLO NUEVO DE GUADAIRO CADIZ",11311,PUEBLO NUEVO DE GUADAIRO
"FONTANERIA GAVILAN, S.L.",C/ MANUEL GAVILAN ONCALA.26 11311 PUEBLO NUEVO DE GUADAIRO - SAN ROQUE CADIZ,11311,PUEBLO NUEVO DE GUADAIRO - SAN ROQUE
"COMPAÑIA ESPAÑOLA DE AISLAMIENTOS, S.A.","C/ ACADEMICO JUAN LUIS ROCHE,8 POL. LAS SALINAS DE LEVANTE 11500 PUERTO DE SANTA MARIA CADIZ",11500,PUERTO DE SANTA MARIA
"SUMINISTROS INDUSTRIALES BAHIA, S.L.","LOS TOREROS, 14 11500 PUERTO DE SANTA MARIA CADIZ",11500,PUERTO DE SANTA MARIA
"SUMINISTROS INDUSTRIALES CABO NOVAL, S.L.U.",CTRA TREBUJENA KM1 11540 SANLUCAR DE BARRAMEDA CADIZ,11540,SANLUCAR DE BARRAMEDA
"EUROSUR SANLUCAR, S.L.","FRAY MANUEL MARIA, 1 11540 SANLUCAR DE BARRAMEDA CADIZ",11540,SANLUCAR DE BARRAMEDA
"EUROSUR SANLUCAR, S.L.","AVDA. TREBUJENA, 54 11540 SANLUCAR DE BARRAMEDA CADIZ",11540,SANLUCAR DE BARRAMEDA
"AZULEJOS Y COCINAS DOÑANA, S.L.","POL. IND. LAS PALMERAS, NAVE DOÑANA. 11540 SANLUCAR DE BARRAMEDA CADIZ",11540,SANLUCAR DE BARRAMEDA
"SUMINISTROS INDUSTRIALES CABO NOVAL, S.L.U.","AVDA CABO NOBAL, S/N 11540 SANLÚCAR DE BARRAMEDA CADIZ",11540,SANLÚCAR DE BARRAMEDA
"CLIMARKT LOGISTIC NORTE, S.L.",BARRIO DE LAS HUERTAS 39626 ARGOMILLA DE CAYON CANTABRIA,39626,ARGOMILLA DE CAYON
"COMPAÑIA ESPAÑOLA DE AISLAMIENTOS, S.A.",BARRIO EL VIVERO 10 39478 BOO DE PIELAGOS Cantabria,39478,BOO DE PIELAGOS
"EXCLUSIVAS ZABALETA, S.A.U.",C/ AEROPUERTO Nº 24 39600 CAMARGO CANTABRIA,39600,CAMARGO
"EXCLUSIVAS ZABALETA, S.A.U.",C/ P.I. MIES DE MOLLADAR NAVE E1 39311 CARTES CANTABRIA,39311,CARTES
"CASTROGRES, S.L.","P.I. DE TEJERA, PABELLONES 1,2 Y 3 39700 CASTRO URDIALES CANTABRIA",39700,CASTRO URDIALES
"HIDROCANTABRIA, S.L.","C/ LIEBANA, 1 39750 COLINDRES CANTABRIA",39750,COLINDRES
"HIDROCANTABRIA, S.L.",TRAV. AVDA DE EUROPA S/N 39750 COLINDRES CANTABRIA,39750,COLINDRES
"AZULEJOS DELGADO, S.A.","CTRA. TORRELAVEGA, KM. 6 39608 IGOLLO DE CAMARGO CANTABRIA",39608,IGOLLO DE CAMARGO
"AZULEJOS DELGADO, S.A.",BARRIO LA VENTA S/N 39608 IGOLLO DE CAMARGO CANTABRIA,39608,IGOLLO DE CAMARGO
"ROSO, S.L.","BARRIO LA PESQUERA, S/N 39770 LAREDO CANTABRIA",39770,LAREDO
"RAMIREZ GALLIRGOS, JOSE MANUEL","AVDA. PARAYAS, 72 BAJO 39600 MALIAÑO CANTABRIA",39600,MALIAÑO
"ROSO, S.L.","AVDA. PARAYAS,S/N. POL.DE RAOS 39600 MALIAÑO CANTABRIA",39600,MALIAÑO
"SONEPAR SPAIN, S.A.U.",C/ JOSE CALDERON S/N 39200 REINOSA CANTABRIA,39200,REINOSA
"SUMINISTROS LUIS PINTO, S.L.","POL DE TRASCUETO, NAVE 2 Y 3 39600 REVILLA DE CAMARGO CANTABRIA",39600,REVILLA DE CAMARGO
"SALTOKI CANTABRIA, S.A.",C/ RIO PAS S/N (POL CANDIN) 39011 SANTANDER CANTABRIA,39011,SANTANDER
"SALTOKI CANTABRIA, S.A.","AVDA. DE CANDINA, NAV 22-24 39011 SANTANDER CANTABRIA",39011,SANTANDER
"SUMINISTROS LUIS PINTO, S.L.","LOS CASTROS, 95 Y 97 39005 SANTANDER CANTABRIA",39005,SANTANDER
"ESPECIALISTAS EN PRODUCTOS DE CALEFACCION, S.L.","C/ FAUSTINO CAVADAS NAVE, 5 PEÑACASTILLO 39011 SANTANDER CANTABRIA",39011,SANTANDER
"SANEAMIENTOS E INOXIDABLES ROJO, S.L.U.","CAPITAN CORTES, 6 BAJO 39008 SANTANDER CANTABRIA",39008,SANTANDER
"CLIMARKT LOGISTIC NORTE, S.L.","POL. EL CAMPON, NAVE 22 39011 SANTANDER CANTABRIA",39011,SANTANDER
"SOLUCIONES INTEGRALES, EFICIENTES Y TECNICAS PARA LA EDIFICACION,S.L. (SIETE)","AVDA. CANDINA, 4 NAVE DE FONTANERIA. 39011 SANTANDER CANTABRIA",39011,SANTANDER
"HIDROCANTABRIA, S.L.","RIO PAS, 8. P.I. DE CANDINA 39011 SANTANDER CANTABRIA",39011,SANTANDER
"SALTOKI CANTABRIA, S.A.","C/ BARRIO LOS OCHOS, 381 39300 TORRELAVEGA Cantabria",39300,TORRELAVEGA
"CLIMARKT LOGISTIC NORTE, S.L.","AVDA. BILBAO, 90 BIS 39300 TORRELAVEGA CANTABRIA",39300,TORRELAVEGA
"HIDROCANTABRIA, S.L.",POL IND TANOS VIERNOLES  C/ LA ESPINA 5 39300 TORRELAVEGA CANTABRIA,39300,TORRELAVEGA
"SALTOKI CASTELLO, S.L.",CAMI MALLOLS 15 CTRA CALIC 12580 BENICARLO CASTELLON,12580,BENICARLO
"AVILA BOSCH, S.L.","PASEO FEBRER SORIANO, 4 12580 BENICARLO CASTELLON",12580,BENICARLO
SUMINISTRES SEQUIOL S.L.L.,"ELS PORTS,4 APARTADO DE CORREOS 1104. 12080 CASTELLON CASTELLON",12080,CASTELLON
SUMINISTRES SEQUIOL S.L.L.,"CAMI PI GROS, 106. NAVE 6 12005 CASTELLON CASTELLON",12005,CASTELLON
"SANEJAMENT ELEC.Y MATERIALS, S.A","CAMI PI GROS, 52 12005 CASTELLON CASTELLON",12005,CASTELLON
"SUMINISTROS TAYMON CASTELLON, S.L.","CIUDAD DEL TRANSPORTE, NAVE 35 12006 CASTELLON CASTELLON",12006,CASTELLON
"SUMINISTROS DE FONTANERIA CASTELLON, S.L.",C/ GRECIA 168 12006 CASTELLON CASTELLON,12006,CASTELLON
"SONEPAR SPAIN, S.A.U.","CAMI DEL PI GROS,POL IND  FADRELL NAVE 8-9-136 12005 CASTELLON DE LA PLANA CASTELLON",12005,CASTELLON DE LA PLANA
"SALTOKI CASTELLO, S.L.","POL. FADRELL, S/N. AVDA. CASALDUCH 12005 CASTELLON DE LA PLANA CASTELLON",12005,CASTELLON DE LA PLANA
"SALVADOR ESCODA, S.A.","AV. ENRIQUE GIMENO,24.POL.C.TRANSPORTE 12006 CASTELLON DE LA PLANA CASTELLON",12006,CASTELLON DE LA PLANA
"SANEAMIENTOS HERBELCA, S.L.","P.I. LOS CIPRESES C/ MAR NEGRI,33 12006 CASTELLON DE LA PLANA CASTELLON",12006,CASTELLON DE LA PLANA
"COMERCIAL DE FONTANERIA BBC, S.R.L.L.","C/ ITALIA, NAVE 209. POL. IND. CIUDAD DEL TRANSPORTE 12006 CASTELLON DE LA PLANA CASTELLON",12006,CASTELLON DE LA PLANA
"SONEPAR SPAIN, S.A.U.",CM LA TORRETA NAVE 5 12110 L'ALCORA CASTELLON,12110,L'ALCORA
"COMERCIAL DE FONTANERIA SANTIAGO, S.C.","MARTINET, 33-35 BAJOS 12110 L'ALCORA CASTELLON",12110,L'ALCORA
"SONEPAR SPAIN, S.A.U.","P.I. LA ESPERANZA C / CANTABRIA PARC 125,126,127 12400 SEGORBE CASTELLON",12400,SEGORBE
"MATERIALES DE CONSTRUCCION PEPE ARENOS, S.L.","AVDA. PIO XII, 55 12540 VILLARREAL CASTELLON",12540,VILLARREAL
"SONEPAR SPAIN, S.A.U.","C/ MESEGUER Y COSTA, 10 12500 VINAROS CASTELLON",12500,VINAROS
"SALVADOR ESCODA, S.A.",P.I. Nº 13 C/ B PP-1 12500 VINAROS CASTELLON,12500,VINAROS
"TECLISA LEVANTE, S.L.U.","C/ ARAGON, 6 12500 VINAROZ CASTELLON",12500,VINAROZ
"SANEHOGAR, S.A.","C/ MINERIA, 6 13600 ALCAZAR DE SAN JUAN CIUDAD REAL",13600,ALCAZAR DE SAN JUAN
"SANEHOGAR, S.A.","P.I. EMILIO CASTRO CALLE MINERIA, 6  13600 ALCAZAR SAN JUAN CIUDAD REAL",13600,ALCAZAR SAN JUAN
"SANEHOGAR, S.A.","P.I. LARACHE C/ MALAGON, 18  13005 CIUDAD REAL CIUDAD REAL",13005,CIUDAD REAL
"LOS SIETE HERMANOS DEL BONILLO, SL","P.I. LARACHE ERAS DEL CERRILLO, 17 13004 CIUDAD REAL CIUDAD REAL",13004,CIUDAD REAL
"SUMAC, DISTRIBUCIONES METALURGICAS, SL.","P.I. LARACHE C/ TOMELLOSO, 12 13005 CIUDAD REAL CIUDAD REAL",13005,CIUDAD REAL
"SANEHOGAR, S.A.","C/ PINTOR VELAZQUEZ, 7 13700 TOMELLOSO CIUDAD REAL",13700,TOMELLOSO
"FRUTOS LOPEZ GALINDO GRUPO, S.L.","AVDA. JUAN CARLOS I, S/N 13700 TOMELLOSO CIUDAD REAL",13700,TOMELLOSO
"SUMAC, DISTRIBUCIONES METALURGICAS, SL.",C/ FRANCIA PARCELA 48-1 PARQ. EMPRESARIAL ENTRECAMINOS 13300 VALDEPEÑAS CIUDAD REAL,13300,VALDEPEÑAS
"PLADEX IBERIA DISTRIBUCION, S.L.","C/ SANTA PAZ, 1 13300 VALDEPEÑAS CIUDAD REAL",13300,VALDEPEÑAS
"SUMINISTROS Y SANEAMIENTOS VEGA, C.B.","CALLE JUAN VACAS, 22. 14430 ADAMUZ CORDOBA",14430,ADAMUZ
"SUMINISTROS ELECTRICOS COTO, S.L.","CTRA A-340 DE LUCENA A PUENTE GENIL KM 39,40 14900 CAMPO DE ARAS CORDOBA",14900,CAMPO DE ARAS
"PROVEEDORA A LA INDUST.Y LA CONSTRUCCION, S.A",P.I. PEDROCHES C/ ALFAREROS 115 14014 CORDOBA CORDOBA,14014,CORDOBA
"PROVEEDORA A LA INDUST.Y LA CONSTRUCCION, S.A",AVDA. DE LA TORRECILLA PARC.23 MODULO 2 14013 CORDOBA CORDOBA,14013,CORDOBA
"FONTIA SUMINISTROS, S.L.","AVDA. DE LA TORRECILLA,39 14013 CORDOBA CORDOBA",14013,CORDOBA
"SANEAMIENTOS CRUZ, S.L.",POLIG.IND. LAS QUEMADAS C/ DIEGO GALVAN PARC.283 14014 CORDOBA CORDOBA,14014,CORDOBA
"SANEAMIENTOS CRUZ, S.L.","GEMA, 22-26 P.I. GRANADAL 14014 CORDOBA CORDOBA",14014,CORDOBA
"INDUSTRIAS LEKUE, S.L.","POL. IND. DE LA TORRECILLA AVDA. TORRECILLA, S.N.  14013 CORDOBA CORDOBA",14013,CORDOBA
"F. LAGUNA E HIJOS, S.L.","AV. APREAMA, S/N N-1. P.I. TORRECILLA 14013 CORDOBA CORDOBA",14013,CORDOBA
"SUMINISTROS ELECTRICOS COTO, S.L.",P.I. LAS QUEMADAS C/ SIMON CARPINTERO 106-A 14014 CORDOBA CORDOBA,14014,CORDOBA
"GRUPO UNAMACOR, S.L.","INGENIERO IRRIBARRE, S/N 14013 CORDOBA CORDOBA",14013,CORDOBA
"OPORTO PELAEZ, FRANCISCO",C/ HISTORIADOR JAEN MORENTE Nº 19 14014 CORDOBA CORDOBA,14014,CORDOBA
"F. LAGUNA E HIJOS, S.L.",C/ E PARCELA 40. POL IND FERNAN NUÑEZ 14520 FERNAN NUÑEZ CORDOBA,14520,FERNAN NUÑEZ
"F. LAGUNA E HIJOS, S.L.","AVDA. JUAN CARLOS I, S.N. 14520 FERNAN NUÑEZ CORDOBA",14520,FERNAN NUÑEZ
"SANEAMIENTOS CRUZ, S.L.","EL BRONCE, S.N. 14900 LUCENA CORDOBA",14900,LUCENA
"F. LAGUNA E HIJOS, S.L.","PI PILAR DE LA DEHESA, PAR 133 14900 LUCENA CORDOBA",14900,LUCENA
"SANEAMIENTOS CARRASQUILLA, S.L","AVDA. ANDALUCIA, 60 14550 MONTILLA CORDOBA",14550,MONTILLA
"SANEAMIENTOS CARRASQUILLA, S.L","EDISON, PARC-121 LOS LLANOS DE JARATA 14550 MONTILLA CORDOBA",14550,MONTILLA
"MULTISECTORIAL ITEMO, S.L.U.","ACEBUCHE, 2. P.I. LAS FLORES 14500 PUENTE GENIL CORDOBA",14500,PUENTE GENIL
"SUMINISTROS MARVAL, S.L.","POL. CUBERG, 1 NAVE 1G 16001 CUENCA CUENCA",16001,CUENCA
"SANEAMIENTOS SAN ANTONIO DE CUENCA, S.L","AV. CRUZ ROJA, S/N LOS CABALLERO 16002 CUENCA CUENCA",16002,CUENCA
"SANEAMIENTOS SAN ANTONIO DE CUENCA, S.L","PASEO SAN ANTONIO, 12 16003 CUENCA CUENCA",16003,CUENCA
"DESCALCIFICADORAS RAYZAR, S.L.",POL IND LA CAMPSA NAVE 5 D 16001 CUENCA CUENCA,16001,CUENCA
ALMACENES CALINDSA S.L.,"CARRETERA DE HONRUBIA, KM 1,5 16600 SAN CLEMENTE CUENCA",16600,SAN CLEMENTE
"SONEPAR SPAIN, S.A.U.","PASEO ACACIAS, S/N 16400 TARANCON CUENCA",16400,TARANCON
"DESCALCIFICADORAS RAYZAR, S.L.","AVENIDA ADOLFO SUAREZ, 41 16400 TARANCON CUENCA",16400,TARANCON
"DESCALCIFICADORAS RAYZAR, S.L.","LOS ARTESANOS, 28 16400 TARANCON CUENCA",16400,TARANCON
"SANEAMIENTOS DIAZ, S.L.","AVENIDA MIGUEL DE CERVANTES, 42 16400 TARANCON CUENCA",16400,TARANCON
"SANEAMIENTOS DIAZ, S.L.","LUISA SIGEA, 5 16400 TARANCON CUENCA",16400,TARANCON
"SANI-ELEC CABALLE, S.A.","CTRA. VILABLAREIX, 2-4  URB. MAS ALIU 17181 AIGUAVIVA GERONA",17181,AIGUAVIVA
"SUMINISTRES JOVI, S.L.","CARRER MAS RESPLANDIS, 21 NAVE 5-6 P.I. RIERA DE ESCLANYA 17255 BEGUR GERONA",17255,BEGUR
"CREIXELL BANY I CUINA, S.A.","BRUGUERES, 1 P.I. RIERA D'ESCANYA 17255 BEGUR GERONA",17255,BEGUR
